CODE,PARENT,PARENT SCOPE,DIRECTION,INVERSE,INVERSE SCOPE,COMPARABLE,NAME,NAME_EN,NAME_RU,NAME_AR,DESCRIPTION,DESCRIPTION_EN,DESCRIPTION_RU,DESCRIPTION_AR
8363,836,,EXPENDITURE,3363,,False,מוקד לתורנויות של רופאים,Physician call center,,مركز تناوب الأطباء,,,,
837,83,,EXPENDITURE,,,False,פעולות מחקר,Reserach Activities,,عمليات بحوث,,,,
839,83,,EXPENDITURE,,,False,מוסדות בריאות נתמכים,Supported Health Institutions,,المؤسسات الصحية المدعومة,,,,
84,8,,EXPENDITURE,34,,True,רווחה,Wellfare,,الرعاية الاجتماعية,,,,
841,84,,EXPENDITURE,341,,True,מינהל הרווחה,Wellfare,,إدارة الرعاية الاجتماعية,,,,
842,84,,EXPENDITURE,342,,True,רווחת הפרט והמשפחה,Individal and Family Welfare,,رعاية الأسرة والفرد,,,,
8422,842,,EXPENDITURE,3422,,False,צרכים מיוחדים,Special Needs,,الاحتياجات الخاصة,,,,
8424,842,,EXPENDITURE,3424,,False,הדרכת משפחות,Family Guidance and Training,,الإرشاد الأسري,,,,
8425,842,,EXPENDITURE,3425,,False,סמך מקצועי,Professional/Occupational Support,,الدعم المهني,,,,
843,84,,EXPENDITURE,343,,True,שירותים לילד ולנוער,Child and Youth Services,,خدمات الأطفال والشباب,,,,
8435,843,,EXPENDITURE,3435,,False,פעולות קהילתיות,Community Activities,,الأنشطة المجتمعية,,,,
8438,843,,EXPENDITURE,3438,,False,אחזקת ילדים בפנימיות,Keeping Children in Boarding Schools,,إبقاء الأطفال في المدارس الداخلية,,,,
8439,843,,EXPENDITURE,3439,,False,אחזקת ילדים במעונות יום ואומנות יומיות,Keeping Children in Day Care and Day Foster Homes,,إبقاء الأطفال في الرعاية النهارية ودور الحضانة,,,,
844,84,,EXPENDITURE,344,,True,שירותים לזקן,Services to the Elderly,,خدمات المسنين,,,,
8443,844,,EXPENDITURE,3443,,False,שירותים לזקן - מוסדי,Services to the Elderly - Institutional,,خدمات المسنين - المؤسسية,,,,
8444,844,,EXPENDITURE,3444,,False,שירותים לזקן - קהילתי,Services to the Elderly - Communal,,خدمات المسنين - المجتمع,,,,
8445,844,,EXPENDITURE,3445,,False,תעסוקה ומרכזי יום לקשיש,Occupation and Day Centers for the Elderly,,توظيف والمراكز النهارية للمسنين,,,,
845,84,,EXPENDITURE,345,,True,שירותים למפגר,Services for the Retarded,,خدمات للمعاقين,,,,
8451,845,,EXPENDITURE,3451,,False,סידור מפגרים במוסדות,Placing Retarded People in Institutions,,تنظيم المعوقين في المؤسسات,,,,
8452,845,,EXPENDITURE,3452,,False,סידור מפגרים במסגרות,Placing Retarded People in Other Programs,,تنظيم المعوقين في إطارات,,,,
8453,845,,EXPENDITURE,3453,,False,יום שירותים למפגר - קהילתי,Day Services for the Retarded - communal,,خدمات يوم للمعاقين - اجتماعي,,,,
8454,845,,EXPENDITURE,3454,,False,מפעלי תעסוקה למפגר ומע״ש,Occupational Plants for the Retarded and Maas??,,مصانع توظيف للمعاقين,,,,
846,84,,EXPENDITURE,346,,True,שירותי שיקום,Rehabilitation Services,,خدمات إعادة التأهيل,,,,
8461,846,,EXPENDITURE,3461,,False,שיקום העיוור - אחזקה במוסדות,Blind Rehabilitation - Keeping in Institutions,,إعادة تأهيل الأعمى-صيانة المؤسسات,,,,
8462,846,,EXPENDITURE,3462,,False,שיקום העיוור - אחזקה,Blind Rehabilitation - Maintenance,,إعادة تأهيل الأعمى-صيانة,,,,
8463,846,,EXPENDITURE,3463,,False,טיפול בעיוור בקהילה,Treating the Blind in the Community,,الرعاية المجتمعية للأعمى,,,,
8464,846,,EXPENDITURE,3464,,False,מפעלי תעסוקה לעיוורים,Occupational Plants for the Blind,,مصانع توظيف للأعمى,,,,
8465,846,,EXPENDITURE,3465,,False,נכים - שיקום במוסדות,Disabled - Rehabilitation in Institutions,,معاق - مؤسسات إعادة التأهيل,,,,
8466,846,,EXPENDITURE,3466,,False,נכים - אחזקה במסגרות,Disabled - Keeping in Programs,,معاق - صيانة المؤسسات,,,,
8467,846,,EXPENDITURE,3467,,False,יום נכים - טיפול בקהילה,Day Disabled - Treating in the Community,,يوم معاقين - الرعاية المجتمعية,,,,
8468,846,,EXPENDITURE,3469,,False,נכים - שיקום במפעלי תעסוקה,Disabled - Rehabilitation in Occupational Factories,,معاق - إعادة التأهيل في مصانع توظيف,,,,
847,84,,EXPENDITURE,347,,True,שירותי תיקון,Corrective Services,,خدمات إصلاح,,,,
8471,847,,EXPENDITURE,3471,,False,טיפול בחבורות רחוב ונוער במצוקה,Treating Street Gangs and At-Risk?? Hardship Youth,,علاج عصابات الشوارع والشباب المضطرب,,,,
8472,847,,EXPENDITURE,3472,,False,חסות נוער,Youth Shelter Authority,,حماية الشباب,,,,
8473,847,,EXPENDITURE,3473,,False,סמים,Drugs,,المخدرات,,,,
8474,847,,EXPENDITURE,3474,,False,מפתנים,Occupational Centers Miftan,,عتبات,,,,
848,84,,EXPENDITURE,348,,True,עבודה קהילתית,Community Work,,العمل الاجتماعي,,,,
8482,848,,EXPENDITURE,3482,,False,מרכזים קהילתיים,Community Centers,,المراكز الاجتماعية,,,,
8483,848,,EXPENDITURE,3483,,False,התנדבות,Volunteering,,تطوع,,,,
8484,848,,EXPENDITURE,3484,,False,שרות יעוץ לאזרח שי״ל,Civic advisory service,,الخدمات الاستشارية المدنية,,,,
8485,848,,EXPENDITURE,3485,,False,שיקום שכונות,Neighborhood Rehabilitation,,تجديد أحياء,,,,
849,84,,EXPENDITURE,349,,True,שירותים לעולים,emmigrants services,,خدمات المهاجرين,,,,
85,8,,EXPENDITURE,35,,True,דת,Religion,,دين,,,,
851,85,,EXPENDITURE,351,,False,השתתפות בתקציב המועצה הדתית,Participation in Religious Council Budget,,المشاركة في المجلس الديني الميزاني,,,,
852,85,,EXPENDITURE,352,,False,שירותי דת לקראים,Religious Services for Karaim,,קראים?!,,,,
853,85,,EXPENDITURE,353,,False,שירותי דת למוסלמים,Religious Services for Muslims,,الخدمات الدينية للمسلم,,,,
854,85,,EXPENDITURE,354,,False,שירותי דת לעדות הנוצריות,Religious Services for Christian Groups,,الخدمات الدينية للطوائف المسيحية,,,,
855,85,,EXPENDITURE,355,,False,שירותי דת לדרוזים,Religious Services for Drouses,,الخدمات الدينية للدرزي,,,,
856,85,,EXPENDITURE,356,,False,שירותי דת יהודיים כלליים,General Jewish Religious Services,,الخدمات الدينية اليهودية العامة,,,,
857,85,,EXPENDITURE,357,,False,שירותי דת במועצות אזוריות,Religious Services in Regional Municipalities,,الخدمات الدينية في المجالس الإقليمية,,,,
859,85,,EXPENDITURE,359,,False,שירותי דת שונים,Various Religious Services,,الخدمات الدينية المختلفة,,,,
86,8,,EXPENDITURE,36,,True,קליטת עליה,emmigrant Absorption,,استيعاب المهاجرين,,,,
869,86,,EXPENDITURE,369,,False,שירותים שונים לקליטת העלייה,Various Services for emmigrant Absorption,,خدمات مختلفة لاستيعاب المهاجرين,,,,
87,8,,EXPENDITURE,37,,True,איכות הסביבה,Environmental Protection/Quality,,جودة البيئة,,,,
879,87,,EXPENDITURE,379,,False,שירותים שונים לאיכות הסביבה,Additional Services for Environmental Protection,,خدمات أخرى لجودة البيئة,,,,
9,,,EXPENDITURE,4,,True,מפעלים,Projects/Enterprises,,مصانع,,,,
91,9,,EXPENDITURE,41,,True,מים,Water,,المياه,,,,
911,91,,EXPENDITURE,411,,False,מינהל המים,Water Administration,,إدارة المياه,,,,
912,91,,EXPENDITURE,412,,False,גביה,Collection,,جمع,,,,
913,91,,EXPENDITURE,413,,False,תפעול ואחזקת משק המים,Water Infrastructure Operation and Maintenance,,تشغيل وصيانة المياه,,,,
9131,913,,EXPENDITURE,4131,,False,קנית מים,Water Purchase,,شراء المياه,,,,
9132,913,,EXPENDITURE,4132,,False,אחזקת מערכת הפקת מים,Water Production System Maintenance,,صيانة نظام إنتاج المياه,,,,
92,9,,EXPENDITURE,42,,True,בתי מטבחיים,Slaughter Houses,,المسالخ,,,,
922,92,,EXPENDITURE,422,,False,בתי מטבחיים עירוניים,Municipal Slaughter Houses,,المسالخ البلدية,,,,
923,92,,EXPENDITURE,423,,False,בתי מטבחיים באגוד ערים,Associated Municipal Slaughter Houses,,مسالخ البلدية المرتبطة,,,,
93,9,,EXPENDITURE,43,,True,נכסים,Properties/Assets,,ممتلكات,,,,
931,93,,EXPENDITURE,431,,False,מינהל הנכסים,Properties/Assets Administration,,إدارة الممتلكات,,,,
932,93,,EXPENDITURE,432,,False,דירות,Apartments,,الشقق,,,,
933,93,,EXPENDITURE,433,,False,משרדים ועסקים,Offices and Businesses,,المكاتب والشركات,,,,
934,93,,EXPENDITURE,434,,False,מבני מלאכה ותעשיה,Industrial and Craft Buildings,,ورشة عمل والصناعة,,,,
935,93,,EXPENDITURE,435,,False,קרקעות,Lands,,الأراضي,,,,
936,93,,EXPENDITURE,436,,False,אכסניות נוער,Youth Hostels,,بيوت الشباب,,,,
937,93,,EXPENDITURE,437,,False,שווקים,Markets,,الأسواق,,,,
938,93,,EXPENDITURE,438,,False,משרדי הרשות,Municipality Offices,,مكاتب السلطة,,,,
939,93,,EXPENDITURE,439,,False,נכסים אחרים,Other Properties,,ممتلكات أخرى,,,,
94,9,,EXPENDITURE,44,,True,תחבורה,Transportation,,وسيلة نقل,,,,
942,94,,EXPENDITURE,442,,False,אוטובוסים,Buses,,الباصات,,,,
9421,942,,EXPENDITURE,4421,,False,שרות אוטובוסים בהפעלת הרשות,Municipality-Operated Bus Service,,خدمة خدمة بتشغيل السلطة,,,,
9422,942,,EXPENDITURE,4422,,False,שרות אוטובוסים ציבוריים,Public Bus Service,,خدمة الباصات العامة,,,,
9423,942,,EXPENDITURE,4423,,False,תחנות אוטובוסים,Bus Stations,,محطات الباصات,,,,
943,94,,EXPENDITURE,443,,False,חניה למכוניות,Vehicle Parking,,مواقف للسيارات,,,,
9431,943,,EXPENDITURE,4431,,False,מגרשי חניה,Parking Lots,,مواقف,,,,
9432,943,,EXPENDITURE,4432,,False,כרטיסי חניה ומדחנים,Parking Cards and Street Meters,,تذاكر وقوف السيارات وعدادات مواقف السيارات,,,,
944,94,,EXPENDITURE,444,,False,חניה למוניות,Taxi Parking Lots,,مواقف لسيارات الأجرة,,,,
945,94,,EXPENDITURE,445,,False,רכבות,Trains,,القطارات,,,,
95,9,,EXPENDITURE,45,,True,מפעלי תעסוקה,Occupational Enterprises,,مصانع توظيف,,,,
96,9,,EXPENDITURE,46,,True,חשמל,Electricity,,كهرباء,,,,
97,9,,EXPENDITURE,47,,True,מפעל הביוב,Sewage Plant,,مصنع لمياه الصرف الصحي,,,,
971,97,,EXPENDITURE,471,,False,מינהל הביוב,Sewage Administration,,إدارة مياه الصرف الصحي,,,,
972,97,,EXPENDITURE,472,,False,ביוב עירוני,Municipal Sewage,,مياه الصرف الصحي في المناطق الحضرية,,,,
973,97,,EXPENDITURE,473,,False,טיהור מי ביוב,Sewage Purification,,اعاده تدوير مياه الصرف الصحي,,,,
974,97,,EXPENDITURE,474,,False,ריקון בורות שופכין,Sewage Home Pools Drainage,,تفريغ حفر النفايات,,,,
98,9,,EXPENDITURE,48,,True,מפעלים אחרים,Other Plants/Enrterprises,,مصانع أخرى,,,,
99,,,EXPENDITURE,59,,True,תשלומים בלתי רגילים,Unusual Payments,,مدفوعات غير عادية,,,,
991,99,,EXPENDITURE,591,,True,הפרשות לקרנות תקציביות,Provisions to Budgetary Funds,,أحكام لأموال الميزانية,,,,
9911,991,,EXPENDITURE,5911,,False,הפרשה לקרן למחסנים,Provision to Storage Fund,,المساهمات في المستودعات,,,,
9912,991,,EXPENDITURE,5912,,False,הפרשה לקרן למניות,Provision to Shares/Stock Fund,,المساهمات في الأسهم,,,,
9913,991,,EXPENDITURE,5913,,False,הפרשה לקרן הלוואות לעובדים,Provision to Employee Loan Fund,,المساهمات في قروض موظف,,,,
9914,991,,EXPENDITURE,5914,,False,הפרשה לקרן גמ״ח לועדים מקומיים,Provision to Local Employees Committees' Non-Profit Loan Fund,,المساهمات في اللجان المحلية غير الربحية,,,,
9915,991,,EXPENDITURE,5915,,False,הפרשה לקרן לחידוש רכב וציוד,Provision to Vehicle and Equipment Renewal,,المساهمات في تجديد المركبات والمعدات,,,,
9916,991,,EXPENDITURE,5916,,False,הפרשה לקרן לשיכונים,Provision to Neighborhoods' Fund,,المساهمات في مشاريع الإسكان,,,,
9919,991,,EXPENDITURE,5919,,False,הפרשה לקרנות אחרות,Provision to Other Funds,,المساهمات في الصناديق الأخرى,,,,
992,99,,EXPENDITURE,,,True,רזרבה תקציבית (כולל התייקרויות),Budgetary Reserve (Including Price Rising),,ميزانية الاحتياطي (بما في ذلك الزيادات في الأسعار),,,,
993,99,,EXPENDITURE,,,True,תשלומים להחזר הכנסות מש . ק .,Payments for Revenues from ???,,مدفوعات سداد التكاليف للدخل ???????,,,,
994,99,,EXPENDITURE,594,,True,הוצאות מיוחדות ובלתי נצפות מראש,Special and Unexpected Expenses,,المصروفات الخاصة لغير المخطط لها,,,,
995,99,,EXPENDITURE,115;116;117,,True,הנחות ממיסים לפי חוק או תקנות,Tax Discount by Law or By-Laws,,خصم الضريبة بموجب القانون أو لوائح,,,,
999,99,,EXPENDITURE,599,,True,העברות לכיסוי גרעון,Transfers for Deficit Recovery,,التحويلات لتغطية العجز,,,,
9991,999,,EXPENDITURE,5991,,False,העברת מענק לכיסוי גרעון מצטבר,Transfer of Grant for Cummulative Deficit Recovery,,نقل منح لتغطية العجز المتراكم,,,,
9992,999,,EXPENDITURE,5992,,False,העברת עודף תקציבי לכיסוי גרעון,Transfer of Budgetary  for Deficit Recovery,,نقل فائض الميزانية لتغطية العجز,,,,
9999,999,,EXPENDITURE,5999,,False,העברת הלוואות לכיסוי גרעון,Transfer of Loans for Deficit Recovery,,نقل القروض لتغطية النقص,,,,
9,,,EXPENDITURE,,,True,תקציבי עזר,Auxiliary Budgets,,ميزانيات المعونة,,,,
91,9,,EXPENDITURE,,,False,גמלאות ופיצויים,Pensions and Benefits/Compensations,,الفوائد والتعويض,,,,
92,9,,EXPENDITURE,,,False,משרד הרשות ושירותים,Municipality Office and Services,,مكتب السلطة وخدمات,,,,
93,9,,EXPENDITURE,,,False,מיכון,Mechanization/Automation,,مكننة,,,,
94,9,,EXPENDITURE,,,False,אפסנאות ומחסנים,Logistics and Storages,,حفظ المخزونات والمخازن,,,,
95,9,,EXPENDITURE,,,False,בתי מלאכה,Workshops,,ورش العمل,,,,
96,9,,EXPENDITURE,,,False,מוסך ורכב,Garage and Vehicles,,المرآب والمركبات,,,,
97,9,,EXPENDITURE,,,False,שירותי הסעה והובלה,Transportation and Moving Services,,خدمات نقل والنقل,,,,
98,9,,EXPENDITURE,,,False,החזקת נכסים ציבוריים,Maintenance Public Properties,,صيانة الأصول العامة,,,,
99,9,,EXPENDITURE,,,False,פירעון מלוות,Loans Redemption,,سداد القروض,,,,
1,,,REVENUE,,,True,מסים ומענק כללי,Taxes and General Grant,,الضرائب والجنرال جرانت,,,,
11,1,,REVENUE,,,True,ארנונות,Property Tax,,الضرائب على الممتلكات,,,,
111,11,,REVENUE,,,True,ארנונה כללית,General Property Tax,,ضريبة الأملاك العامة,פירוט פרק 111 ל- 4 ספרות הינו רשות,,,
1111,111,,REVENUE,,,True,ארנונה כללית למגורים - גביה שוטפת,General Residential Property Tax - Current Collection,,ضريبة الأملاك العامة للسكن - المجموعة الحالية,,,,
1112,111,,REVENUE,,,True,ארנונה כללית למגורים - גביה מיתרת פיגורים,General Residential Property Tax - Collection from Late Payment Balance,,ضريبة الأملاك العامة للسكن- جمع متأخرات,,,,
1113,111,,REVENUE,,,True,ארנונה כללית שלא למגורים גביה שוטפת,General Non-Residential Property Tax- Current Collection,,ضريبة الأملاك العامة ليس للسكن- المجموعة الحالية,,,,
1114,111,,REVENUE,,,True,ארנונה כללית שלא למגורים גבית מיתרת פיגורים,General Non-Residential Property Tax- Collection from Late Payment Balance,,ضريبة الأملاك العامة ليس للسكن- جمع متأخرات,,,,
112,11,,REVENUE,,,True,הכנסות במקום ארנונה,Property Tax replacement Revenues,,الدخل بدلا من الضرائب على الممتلكات,,,,
113,11,,REVENUE,,,True,הנחות מימון (ארנונה מראש והסדרי תשלומים),Financing Discounts (Pre-Paid Property Tax and Payent Arrangements),,خصم التمويل (ترتيبات الدفع قبل الضرائب),ראה פרק מקביל 632,,,
115,11,,REVENUE,,,True,הנחות לזכאים,Discounts for Beneficiaries,,خصومات مؤهلة,ראה פרק מקביל 995,,,
116,11,,REVENUE,,,True,הנחות ועדה בגין מצב חומרי,Committee Discounts Due to Phisical Condition,,خصومات اللجنة نظرا لحالة المادية,ראה פרק מקביל 995,,,
117,11,,REVENUE,,,True,הנחות ועדה אחרות,Other Committees Discounts,,خصومات اللجان الأخرى,ראה פרק מקביל 995,,,
12,1,,REVENUE,,,True,אגרות,Fees,,الرسوم,,,,
121,12,,REVENUE,,,False,תעודות ואישורים,Documents and Certificates,,الشهادات والتصريحات,,,,
122,12,,REVENUE,,,False,אגרת רשיונות לשלטים,Sign Lisences Fee,,رسوم الترخيص للاشارات,,,,
124,12,,REVENUE,,,False,מודעות ופרסומים,Advertisements and Publications,,الإعلانات والمنشورات,,,,
1241,124,,REVENUE,,,False,מודעות על לוחות,Advertisements on Billboards,,إعلانات على لوحات,,,,
1242,124,,REVENUE,,,False,מודעות על בדי קולנוע,Advertisements on Cinema screens,,الإعلانات في صالات السينما,,,,
1243,124,,REVENUE,,,False,מודעות על רכב ציבורי,Advertisements on Public Vehicles,,الإعلانات على المركبات العامة,,,,
1244,124,,REVENUE,,,False,פרסום חוצות,Street Advertisements,,اعلان خارجى,,,,
1245,124,,REVENUE,,,False,פרסום בכבלים,Cable Advertisements,,الإعلان على التلفزيون,,,,
129,12,,REVENUE,,,False,אגרות שונות,Various Fees,,الرسوم المختلفة,,,,
13,1,,REVENUE,,,True,היטלים,Levies,,الجبايات,,,,
14,1,,REVENUE,,,True,מכסות,Quotas,,الحصص,,,,
141,14,,REVENUE,,,True,מכסות הועדים המקומיים,Local Committees Quota,,حصص اللجان المحلية,,,,
142,14,,REVENUE,,,True,מכסות לאיגודי ערים,Municipal Associations Quota,,تغطية التجمعات السكانية,,,,
15,1,,REVENUE,,,True,השתתפויות כלליות של מוסדות,General Participation of Institutions,,مشاركة عامة من المؤسسات,,,,
155,15,,REVENUE,,,False,השתתפות הסוכנות היהודית,Participation of the Jewish Agency,,مشاركة الوكالة اليهودية,,,,
156,15,,REVENUE,,,False,השתתפות ההסתדרות הכללית,Participation of the General Worker Organization,,المشاركة في الاتحاد العام,,,,
157,15,,REVENUE,,,False,השתתפות מוסדות אחרים,Participation of Other Institutes,,مشاركة المؤسسات الأخرى,,,,
16,1,,REVENUE,,,True,הכנסות מימון,Financing Revenues,,دخل التمويل,חלק מהיטלי הפיתוח מיועד לפירעון מלוות בגין פעולות פיתוח ספציפיות שבוצעו בעבר ומומנו בהלוואות,,,
19,1,,REVENUE,,,True,מענקים כלליים,General Grants,,المنح العامه,,,,
191,19,,REVENUE,,,False,מענק כללי לאיזון,General Balancing Grant,,المنح العامه لتوازن,,,,
192,19,,REVENUE,,,False,מענקים חד פעמיים,One-Time Grants,,المنح لمرة واحدة,,,,
193,19,,REVENUE,,,False,מענק חבירה (ירושלים),Capital Grant (Jerusalem),,منح العاصمة (القدس),,,,
194,19,,REVENUE,,,False,מענק לקליטת העלייה,Emmigration Absorption Grant,,منحة هجرة الامتصاص,,,,
195,19,,REVENUE,,,False,מענקי הסדר,Arrangement Grants,,ترتيب المنح,,,,
196,19,,REVENUE,,,False,מענקים אחרים,Other Grants,,منح أخرى,,,,
197,19,,REVENUE,,,False,מענק - רזרבה להתייקרות,Grant - Reserve for Price Rising,,منحة - احتياطي لزيادة في الأسعار,,,,
2,,,REVENUE,,,True,שירותים מקומיים,Local Services,,الخدمات المحلية,,,,
21,2,,REVENUE,,,True,תברואה,Sanitation,,الصرف الصحي,,,,
212,21,,REVENUE,,,True,שירותי ניקיון,Cleaning services,,خدمات التنظيف,,,,
2121,212,,REVENUE,,,True,מינהל שירותי ניקיון,Cleaning services administration,,إدارة خدمات التنظيف,,,,
2122,212,,REVENUE,,,True,ניקוי רחובות,Street cleaning,,تنظيف الشوارع,,,,
2123,212,,REVENUE,,,True,אסוף ובעור אשפה,Garbage collection and disposal,,جمع القمامة وحرقها,,,,
2124,212,,REVENUE,,,True,ניקוי חצרות,Yard cleaning,,تنظيف الساحات,,,,
2125,212,,REVENUE,,,True,בתי שימוש ציבוריים,Public toilets,,المراحيض العامة,,,,
213,21,,REVENUE,,,True,פיקוח תברואי,Sanitation supervision,,الإشراف الصحي,,,,
2131,213,,REVENUE,,,False,מינהל הפיקוח התברואי,Sanitation supervision administration,,إدارة الإشراف الصحي,,,,
2132,213,,REVENUE,,,False,פקוח תברואי כללי,General sanitation supervison,,الإشراف الصحي العام,,,,
2133,213,,REVENUE,,,False,פיקוח על עסקים ומוסדות,Business and institutions supervison,,مراقبة الشركات والمؤسسات,,,,
214,21,,REVENUE,,,True,שרות וטרינרי,Veterinary services,,الخدمات البيطرية,,,,
2141,214,,REVENUE,,,False,מינהל שרות וטרינרי,Veterinary services administration,,إدارة الخدمات البيطرية,,,,
2142,214,,REVENUE,,,False,פיקוח וטרינרי,Veterinary supervison,,الإشراف البيطري,,,,
2143,214,,REVENUE,,,False,מלחמה בכלבת,Fight against Rabies,,محاربة داء الكلب,,,,
215,21,,REVENUE,,,True,תברואה מונעת,Preventive sanitation,,الصرف الصحي الوقائي,,,,
2151,215,,REVENUE,,,False,מכירת חומרי תברואה,Sanitation products selling,,بيع المواد الصحية,,,,
2152,215,,REVENUE,,,False,הדברת מחלות מדבקות,Epidemic disease extintion,,مكافحة الأمراض المعدية,,,,
2153,215,,REVENUE,,,False,דמי שרות להדברת מזיקים,Pesticides service fee,,رسوم خدمة مكافحة الآفات,,,,
22,2,,REVENUE,,,True,שמירה ובטחון,Guarding and security,,الحراسة والأمن,,,,
221,22,,REVENUE,,,False,מינהל שמירה ובטחון,Guarding and security administration,,إدارة الحراسة والأمن,,,,
222,22,,REVENUE,,,False,שמירה ביטחונית,Security guarding,,حراسة أمن,,,,
2221,222,,REVENUE,,,False,משמר אזרחי,Civil Guard,,الحرس المدني,,,,
223,22,,REVENUE,,,False,הג״א,Civil defence,,الدفاع المدني,,,,
224,22,,REVENUE,,,False,כבוי אש,Fire service,,خدمة الحريق,,,,
225,22,,REVENUE,,,False,בטיחות,Safety,,أمن,,,,
226,22,,REVENUE,,,False,מל״ח ופס״ח,Emergency services,,خدمات الطوارئ,,,,
2261,226,,REVENUE,,,False,מל״ ח,Emergency service,,خدمات الطوارئ,,,,
2262,226,,REVENUE,,,False,פס״ח,Emergency service,,خدمات الطوارئ,,,,
227,22,,REVENUE,,,False,הגמ״ר,Areal defence,,??,,,,
229,22,,REVENUE,,,False,כסוי הוצאות לשעת חירום,Emergency expenditure coverage,,تغطية النفقات الطارئة,,,,
23,2,,REVENUE,,,True,תכנון ובנין עיר,Urban planning and constructing,,التخطيط وتقسيم المناطق,,,,
231,23,,REVENUE,,,True,משרד מהנדס הרשות,Local authority engineer office,,مكتب مهندس السلطة,,,,
232,23,,REVENUE,,,True,תכנון עיר,City planning,,تخطيط المدن,,,,
2321,232,,REVENUE,,,False,תכנון כללי,General planning,,التخطيط العام,,,,
2322,232,,REVENUE,,,False,תוכנית אב,Master Plan,,خطة رئيسية,,,,
2323,232,,REVENUE,,,False,מדידות,Measurements / Land Surveys,,قياسات,,,,
233,23,,REVENUE,,,True,רישוי ופיקוח על הבניה,Building supervison and licensing,,منح التراخيص والإشراف على البناء,,,,
2331,233,,REVENUE,,,False,"אגרות, רישיונות בניה","Fees, building licences",,الرسوم، وتراخيص البناء,,,,
2332,233,,REVENUE,,,False,פקוח על הבניה,Construction supervision,,الإشراف على البناء,,,,
2333,233,,REVENUE,,,False,פיקוח על בנינים מסוכנים,Dangeruos houses supervision,,الإشراف على المباني الخطرة,,,,
2334,233,,REVENUE,,,False,ועדה מקומית לתכנון ובניה,Local planning and building committee,,اللجنة المحلية للتخطيط والبناء,,,,
24,2,,REVENUE,,,True,נכסים ציבוריים,Public property/assets,,ممتلكات عامة,,,,
241,24,,REVENUE,,,True,מינהל נכסים ציבוריים,Public property/assets administration,,إدارة ممتلكات عامة,,,,
242,24,,REVENUE,,,True,דרכים ומדרכות,Ways and pavements,,طرق والأرصفة,,,,
2421,242,,REVENUE,,,False,כבישים עורקיים,Arterial roads,,صيانة الطرق الشريانية,,,,
2422,242,,REVENUE,,,False,כבישים פנימיים ומדרכות,Internal roads and pavements,,صيانة الطرق الداخلية والأرصفة,,,,
243,24,,REVENUE,,,True,תאורת רחובות,Street lights,,إنارة الشوارع,,,,
244,24,,REVENUE,,,True,בטיחות בדרכים,Road safety,,أمن في الطرق,,,,
2441,244,,REVENUE,,,False,רמזורים ואיי תנועה,Traffic Lights and Road Isles,,إشارات المرور وجزر الحركة,,,,
2442,244,,REVENUE,,,False,מעברים תת קרקעיים וגשרים,Covered/Underground Passages and Bridges,,صيانة الأنفاق والجسور,,,,
2443,244,,REVENUE,,,False,מעקות ואמצעי בטיחות,Banisters and Safety Devices,,السور وتدابير السلامة,,,,
2444,244,,REVENUE,,,False,שלטים תמרורים וסימוני כבישים,Sign Posts Trafiic Signs and Road Marking,,علامات الطريق  وإشارات المرور,,,,
2445,244,,REVENUE,,,False,מטה בטיחות עירוני,Municipal Safety Command,,قيادة السلامة البلدية,,,,
245,24,,REVENUE,,,True,תיעול וניקוז,Canalization and Drainage,,المجاري والصرف,,,,
246,24,,REVENUE,,,True,גנים ונטיעות,Gardens and Planting,,حدائق وزراعة,,,,
2461,246,,REVENUE,,,False,גינות ציבוריות,Public Parks,,حدائق عامة,,,,
2462,246,,REVENUE,,,False,טיפוח פינות נוי,Butifiying Floral Street,,العناية بزوايا زخرفية,,,,
2463,246,,REVENUE,,,False,מזרקות ואלמנטי רחוב אומנותיים,Fountains and Art Street Elememts,,نوافير وعناصر شارع فنية,,,,
2464,246,,REVENUE,,,False,ריהוט רחוב ומתקני משחקים,Street Furniture and Playground Installations,,أثاث الشوارع ومعدات الملعب,,,,
247,24,,REVENUE,,,True,"חופים, בריכות ומרחצאות","Beaches, Public Pools and Baths",,"شواطئ, برك سباحة والحمامات",,,,
2472,247,,REVENUE,,,False,חופי רחצה,Public beaches,,شواطئ,,,,
2473,247,,REVENUE,,,False,בריכות שחיה,Pools,,برك سباحة,,,,
2474,247,,REVENUE,,,False,מרחצאות,Baths,,حمامات,,,,
248,24,,REVENUE,,,True,בתי עלמין,Cementeries,,مقابر,,,,
249,24,,REVENUE,,,True,נכסים ציבוריים אחרים,Public Properties,,الأصول العامة الأخرى,,,,
25,2,,REVENUE,,,True,חגיגות מבצעים ואירועים,Celebrations Projects and Evenets,,احتفالات كبيرة واحداث,,,,
251,25,,REVENUE,,,False,חגיגות יום העצמאות,Independence Day Celebraions,,احتفالات عيد الاستقلال,,,,
252,25,,REVENUE,,,False,חגיגת וטכסים אחרים,Other Celebrations and Rites,,الاحتفالات وغيرها من الطقوس,,,,
253,25,,REVENUE,,,False,פעולות אימוץ,Adoption Activities,,تطبيقات تبني,,,,
254,25,,REVENUE,,,False,קשרים בינלאומיים,International Relations,,علاقات دولية,,,,
256,25,,REVENUE,,,False,כנסים ואירועים בינלאומיים,International Conferences and Events,,المؤتمرات الدولية,,,,
26,2,,REVENUE,,,True,שירותים עירוניים שונים,Various Municipal Services,,خدمات حضرية مختلفة,,,,
